ep,node,gtype,policy,deg_mean,btwn_mean,close_mean,vuln_mean,vuln_std,vuln_max,total_scans,total_exploits,total_successes,uniq_srcs_mean,neigh_scans_mean,time_since_last_mean,label
98,7,erdos_renyi,greedy,3.0,0.22794117647058823,0.20731707317073172,0.244,0.0,0.244,0,0,0,1.0,0.0,7.61875,0
98,8,erdos_renyi,greedy,1.0,0.0,0.22972972972972974,0.77,0.0,0.77,0,0,0,1.0,0.0,11.4,0
98,9,erdos_renyi,greedy,1.0,0.0,0.17346938775510204,0.244,0.0,0.244,0,0,0,1.0,0.0,11.58125,0
98,10,erdos_renyi,greedy,1.0,0.0,0.17346938775510204,0.244,0.0,0.244,0,0,0,1.0,0.0,13.43125,0
98,11,erdos_renyi,greedy,2.0,0.11764705882352941,0.2361111111111111,0.265,0.0,0.265,0,0,0,0.9625,0.0,13.5875,0
98,12,erdos_renyi,greedy,2.0,0.3088235294117647,0.24285714285714283,0.49800000000000005,0.0,0.498,0,0,0,0.98125,0.0,12.75625,0
98,13,erdos_renyi,greedy,5.0,0.6507352941176471,0.3695652173913043,0.169,0.0,0.169,0,0,0,0.7375,0.0,22.65,0
98,14,erdos_renyi,greedy,1.0,0.0,0.27419354838709675,0.283,0.0,0.283,0,0,0,0.89375,0.0,15.7125,0
98,15,erdos_renyi,greedy,2.0,0.11764705882352941,0.2361111111111111,0.8800000000000001,0.0,0.88,0,0,0,1.0,39.9375,9.33125,0
98,16,erdos_renyi,greedy,2.0,0.058823529411764705,0.29310344827586204,0.4779999999999999,0.0,0.478,0,0,0,1.0,0.0,11.34375,0
98,17,erdos_renyi,greedy,1.0,0.0,0.19318181818181818,0.731,0.0,0.731,0,0,0,1.0,0.0,8.95625,0
99,0,watts_strogatz,greedy,2.0,0.15384615384615385,0.22807017543859648,0.578,0.0,0.578,6399,0,0,1.94375,0.0,1.0,0
99,1,watts_strogatz,greedy,2.0,0.28205128205128205,0.2765957446808511,0.657,0.0,0.657,0,0,0,0.93125,39.99375,14.625,0
99,2,watts_strogatz,greedy,3.0,0.4230769230769231,0.3333333333333333,0.722,0.0,0.722,0,0,0,0.9625,0.0,12.05625,0
99,3,watts_strogatz,greedy,2.0,0.3205128205128205,0.34210526315789475,0.252,0.0,0.252,0,0,0,1.0,0.0,10.1875,0
99,4,watts_strogatz,greedy,2.0,0.3333333333333333,0.35135135135135137,0.59,0.0,0.59,0,0,0,1.0,0.0,8.79375,0
99,5,watts_strogatz,greedy,3.0,0.5,0.3611111111111111,0.536,0.0,0.536,0,0,0,1.0,0.0,10.1,0
99,6,watts_strogatz,greedy,2.0,0.14102564102564102,0.325,0.745,0.0,0.745,0,0,0,1.0,0.0,9.5,0
99,7,watts_strogatz,greedy,2.0,0.1282051282051282,0.3170731707317073,0.713,0.0,0.713,0,0,0,0.98125,0.0,11.925,0
99,8,watts_strogatz,greedy,2.0,0.11538461538461538,0.30952380952380953,0.319,0.0,0.319,0,0,0,0.975,0.0,13.4625,0
99,9,watts_strogatz,greedy,1.0,0.0,0.2096774193548387,0.127,0.0,0.127,0,0,0,0.93125,0.0,14.8625,0
99,10,watts_strogatz,greedy,3.0,0.2948717948717949,0.26,0.466,0.0,0.466,0,0,0,0.725,0.0,19.15625,0
99,11,watts_strogatz,greedy,2.0,0.3846153846153846,0.30952380952380953,0.55,0.0,0.55,0,0,0,0.9875,0.0,12.59375,0
99,12,watts_strogatz,greedy,1.0,0.0,0.2096774193548387,0.8640000000000001,0.0,0.864,0,0,0,0.9125,0.0,14.0375,0
99,13,watts_strogatz,greedy,1.0,0.0,0.18840579710144928,0.425,0.0,0.425,0,0,0,1.0,39.99375,11.31875,0
100,0,erdos_renyi,random,1.0,0.0,0.18478260869565216,0.156,0.0,0.156,55,0,0,0.94375,1.25,22.44375,0
100,1,erdos_renyi,random,2.0,0.5294117647058824,0.32075471698113206,0.38,0.0,0.38,101,0,0,1.525,1.71875,10.85,0
100,2,erdos_renyi,random,1.0,0.0,0.19101123595505617,0.189,0.0,0.189,37,0,0,1.23125,1.2375,14.11875,0
100,3,erdos_renyi,random,3.0,0.13970588235294118,0.2328767123287671,0.05600000000000001,0.0,0.056,198,0,0,1.975,1.23125,7.1875,0
100,4,erdos_renyi,random,3.0,0.5367647058823529,0.3090909090909091,0.859,0.0,0.859,110,0,0,1.6875,2.38125,5.175,0
100,5,erdos_renyi,random,3.0,0.5220588235294118,0.2982456140350877,0.564,0.0,0.564,103,0,0,1.5375,2.84375,13.95,0
100,6,erdos_renyi,random,3.0,0.5808823529411765,0.32075471698113206,0.365,0.0,0.365,165,0,0,1.5375,2.14375,12.14375,0
100,7,erdos_renyi,random,1.0,0.0,0.1619047619047619,0.881,0.0,0.881,167,0,0,1.3875,0.80625,16.15625,0
100,8,erdos_renyi,random,2.0,0.08088235294117647,0.2537313432835821,0.626,0.0,0.626,200,0,0,2.25,1.1875,6.01875,0
100,9,erdos_renyi,random,3.0,0.38235294117647056,0.27419354838709675,0.603,0.0,0.603,80,0,0,1.5,3.175,6.925,0
100,10,erdos_renyi,random,1.0,0.0,0.2328767123287671,0.647,0.0,0.647,134,0,0,1.6125,0.64375,13.675,0
100,11,erdos_renyi,random,2.0,0.11764705882352941,0.2236842105263158,0.833,0.0,0.833,200,0,0,2.10625,0.84375,11.08125,0
100,12,erdos_renyi,random,1.0,0.0,0.24637681159420294,0.396,0.0,0.396,139,0,0,1.81875,1.03125,13.9125,0
100,13,erdos_renyi,random,2.0,0.38235294117647056,0.26153846153846155,0.71,0.0,0.71,156,0,0,1.35625,1.51875,13.7,0
100,14,erdos_renyi,random,3.0,0.3235294117647059,0.22666666666666666,0.892,0.0,0.892,140,0,0,1.4625,3.325,17.5125,0
100,15,erdos_renyi,random,1.0,0.0,0.18681318681318682,0.609,0.0,0.609,247,0,0,2.4375,0.875,9.2,0
100,16,erdos_renyi,random,2.0,0.11764705882352941,0.19101123595505617,0.53,0.0,0.53,129,0,0,1.64375,1.91875,15.5625,0
100,17,erdos_renyi,random,2.0,0.014705882352941176,0.2236842105263158,0.24299999999999997,0.0,0.243,80,0,0,1.25,2.4875,5.83125,0
101,0,erdos_renyi,rl_stub,1.0,0.0,0.234375,0.591,0.0,0.591,205,0,0,1.525,0.16875,15.03125,0
101,1,erdos_renyi,rl_stub,2.0,0.34285714285714286,0.375,0.625,0.0,0.625,102,0,0,1.39375,1.25,11.8375,0
101,2,erdos_renyi,rl_stub,3.0,0.2571428571428572,0.3,0.792,0.0,0.792,27,158,130,1.43125,2.16875,11.2625,1
101,3,erdos_renyi,rl_stub,1.0,0.0,0.26785714285714285,0.268,0.0,0.268,171,0,0,1.61875,0.75,8.80625,0
101,4,erdos_renyi,rl_stub,2.0,0.24761904761904763,0.26785714285714285,0.462,0.0,0.462,80,0,0,1.4875,1.64375,10.68125,0
101,5,erdos_renyi,rl_stub,2.0,0.13333333333333336,0.22058823529411767,0.40800000000000003,0.0,0.408,80,0,0,1.26875,1.68125,10.1625,0
101,6,erdos_renyi,rl_stub,2.0,0.34285714285714286,0.32608695652173914,0.261,0.0,0.261,183,0,0,2.0625,1.25,8.53125,0
101,7,erdos_renyi,rl_stub,1.0,0.0,0.32608695652173914,0.4109999999999999,0.0,0.411,353,0,0,2.425,1.08125,11.58125,0
101,8,erdos_renyi,rl_stub,1.0,0.0,0.26785714285714285,0.898,0.0,0.898,126,0,0,1.5375,0.75,8.6125,0
101,9,erdos_renyi,rl_stub,2.0,0.41904761904761917,0.39473684210526316,0.086,0.0,0.086,120,0,0,1.3875,2.225,8.34375,0
101,10,erdos_renyi,rl_stub,6.0,0.8190476190476191,0.46875,0.702,0.0,0.702,173,228,191,2.81875,6.11875,4.04375,1
101,11,erdos_renyi,rl_stub,1.0,0.0,0.234375,0.551,0.0,0.551,40,14,2,1.3375,0.16875,8.5,1
101,12,erdos_renyi,rl_stub,3.0,0.2571428571428572,0.35714285714285715,0.8640000000000001,0.0,0.864,120,160,160,2.3125,2.9375,4.64375,1
101,13,erdos_renyi,rl_stub,1.0,0.0,0.18292682926829268,0.462,0.0,0.462,189,0,0,1.76875,0.5,10.8,0
101,14,erdos_renyi,rl_stub,1.0,0.0,0.32608695652173914,0.897,0.0,0.897,204,120,120,2.6,1.08125,8.33125,1
101,15,erdos_renyi,rl_stub,1.0,0.0,0.32608695652173914,0.461,0.0,0.461,80,0,0,1.5,1.08125,7.4875,0
102,0,watts_strogatz,random,4.0,0.04532163742690059,0.3584905660377358,0.29074919938932403,0.0,0.29074919938932403,154,0,0,1.61875,3.55,16.53125,0
102,1,watts_strogatz,random,5.0,0.15116959064327484,0.4318181818181818,0.6519965030940018,0.0,0.6519965030940018,120,0,0,1.65625,5.79375,13.19375,0
102,2,watts_strogatz,random,4.0,0.09420077972709552,0.4222222222222222,0.12162112137653183,0.0,0.12162112137653182,134,0,0,1.8375,4.475,8.4,0
102,3,watts_strogatz,random,5.0,0.20233918128654968,0.475,0.5417599487155358,0.0,0.5417599487155358,217,0,0,2.1375,4.48125,9.8,0
102,4,watts_strogatz,random,4.0,0.10214424951267057,0.4222222222222222,1.0,0.0,1.0,225,0,0,2.1125,3.93125,8.4375,0
102,5,watts_strogatz,random,4.0,0.09746588693957113,0.4130434782608695,1.0,0.0,1.0,158,0,0,1.91875,5.0,12.0625,0
102,6,watts_strogatz,random,5.0,0.11198830409356723,0.3958333333333333,1.0,0.0,1.0,120,0,0,1.70625,4.94375,8.1,0
102,7,watts_strogatz,random,4.0,0.04200779727095517,0.34545454545454546,0.8755827222893469,0.0,0.875582722289347,238,0,0,2.29375,3.96875,8.48125,0
102,8,watts_strogatz,random,4.0,0.023538011695906434,0.34545454545454546,0.7479815862379681,0.0,0.7479815862379681,90,0,0,1.26875,4.65625,13.7125,0
102,9,watts_strogatz,random,4.0,0.016471734892787526,0.3275862068965517,0.5219890360523,0.0,0.5219890360523,267,0,0,2.58125,3.3,6.91875,0
102,10,watts_strogatz,random,4.0,0.07153996101364521,0.36538461538461536,0.27981552544333066,0.0,0.27981552544333066,120,0,0,1.65,2.98125,15.49375,0
102,11,watts_strogatz,random,4.0,0.07431773879142298,0.3958333333333333,1.0,0.0,1.0,80,0,0,1.45625,3.41875,11.43125,0
102,12,watts_strogatz,random,4.0,0.2033138401559454,0.4318181818181818,0.5650737933882268,0.0,0.5650737933882268,40,0,0,0.73125,2.58125,22.71875,0
102,13,watts_strogatz,random,3.0,0.06734892787524366,0.4418604651162791,0.48031496411963487,0.0,0.4803149641196349,80,0,0,1.4125,2.4375,16.85625,0
102,14,watts_strogatz,random,4.0,0.20107212475633526,0.4418604651162791,0.2640664599845268,0.0,0.2640664599845268,133,0,0,1.675,2.39375,13.93125,0
102,15,watts_strogatz,random,2.0,0.001949317738791423,0.3114754098360656,0.5707761721968434,0.0,0.5707761721968434,134,0,0,1.475,1.64375,14.99375,0
102,16,watts_strogatz,random,4.0,0.11325536062378168,0.4130434782608695,0.5603601558699997,0.0,0.5603601558699997,185,0,0,1.68125,2.9,17.74375,0
102,17,watts_strogatz,random,4.0,0.09035087719298245,0.37254901960784315,0.7306241571355286,0.0,0.7306241571355286,78,0,0,1.05625,3.63125,14.9,0
102,18,watts_strogatz,random,4.0,0.023099415204678363,0.34545454545454546,0.950329260373849,0.0,0.9503292603738491,77,0,0,1.11875,4.0875,20.04375,0
102,19,watts_strogatz,random,4.0,0.033187134502923966,0.36538461538461536,0.6456645039305533,0.0,0.6456645039305533,237,0,0,2.20625,2.68125,12.18125,0
103,0,barabasi_albert,greedy,9.0,0.162719298245614,0.6551724137931034,0.223,0.0,0.223,0,0,0,0.58125,39.9375,27.4125,0
103,1,barabasi_albert,greedy,7.0,0.10166388192703983,0.59375,0.20800000000000002,0.0,0.208,0,0,0,0.925,0.05625,16.6375,0
103,2,barabasi_albert,greedy,8.0,0.09177805625174046,0.6333333333333333,0.336,0.0,0.336,6390,0,0,1.61875,0.0,1.0,0
103,3,barabasi_albert,greedy,1.0,0.0,0.4042553191489361,0.748,0.0,0.748,0,0,0,0.91875,0.0,17.39375,0
103,4,barabasi_albert,greedy,10.0,0.1366750208855472,0.6785714285714286,0.819,0.0,0.819,0,0,0,0.7875,39.99375,18.9875,0
103,5,barabasi_albert,greedy,12.0,0.2291631857421331,0.7307692307692307,0.629,0.0,0.629,0,0,0,0.7625,39.9375,22.75625,0
103,6,barabasi_albert,greedy,4.0,0.008688387635756056,0.5277777777777778,0.695,0.0,0.695,0,0,0,0.50625,39.9375,28.26875,0
103,7,barabasi_albert,greedy,7.0,0.07086466165413532,0.6129032258064516,0.139,0.0,0.139,0,0,0,0.5125,0.05625,28.04375,0
103,8,barabasi_albert,greedy,3.0,0.0,0.475,0.10900000000000001,0.0,0.109,0,0,0,0.71875,39.9375,24.0875,0
103,9,barabasi_albert,greedy,5.0,0.03060428849902534,0.5588235294117647,0.753,0.0,0.753,0,0,0,0.46875,39.9375,28.275,0
103,10,barabasi_albert,greedy,7.0,0.07168615984405458,0.5757575757575758,0.8779999999999999,0.0,0.878,0,0,0,0.8,0.0,18.6375,0
103,11,barabasi_albert,greedy,4.0,0.02115009746588694,0.5428571428571428,0.083,0.0,0.083,0,0,0,1.0,0.0,12.45625,0
103,12,barabasi_albert,greedy,3.0,0.0,0.5,0.41899999999999993,0.0,0.419,0,0,0,0.33125,0.0,32.63125,0
103,13,barabasi_albert,greedy,3.0,0.008284600389863547,0.4871794871794871,0.8880000000000001,0.0,0.888,0,0,0,0.84375,39.9375,20.68125,0
103,14,barabasi_albert,greedy,4.0,0.012183235867446393,0.5,0.529,0.0,0.529,0,0,0,0.575,0.0,28.2625,0
103,15,barabasi_albert,greedy,3.0,0.0025341130604288496,0.5,0.1,0.0,0.1,9,0,0,0.83125,0.0,20.1875,0
103,16,barabasi_albert,greedy,3.0,0.007163742690058481,0.475,0.786,0.0,0.786,0,0,0,0.79375,0.0,22.1,0
103,17,barabasi_albert,greedy,3.0,0.0030284043441938173,0.5,0.861,0.0,0.861,0,0,0,0.5125,0.0,28.25625,0
103,18,barabasi_albert,greedy,3.0,0.0014619883040935672,0.475,0.807,0.0,0.807,0,0,0,0.75,39.9375,21.9875,0
103,19,barabasi_albert,greedy,3.0,0.005263157894736841,0.5,0.238,0.0,0.238,0,0,0,0.76875,0.0,21.53125,0
104,0,erdos_renyi,rl_stub,1.0,0.0,0.25,0.375,0.0,0.375,165,0,0,2.03125,1.1375,6.06875,0
104,1,erdos_renyi,rl_stub,3.0,0.4727272727272728,0.3235294117647059,0.592,0.0,0.592,182,132,0,2.20625,3.55,6.93125,1
104,2,erdos_renyi,rl_stub,2.0,0.509090909090909,0.36666666666666664,0.122,0.0,0.122,232,78,0,2.04375,3.11875,5.75625,1
104,3,erdos_renyi,rl_stub,1.0,0.0,0.21153846153846154,0.507,0.0,0.507,136,0,0,1.55,1.06875,11.44375,0
104,4,erdos_renyi,rl_stub,2.0,0.18181818181818182,0.2619047619047619,0.286,0.0,0.286,171,40,0,1.96875,1.9875,7.45625,1
104,5,erdos_renyi,rl_stub,2.0,0.5454545454545454,0.39285714285714285,0.20800000000000002,0.0,0.208,317,280,0,2.7625,2.825,4.4625,1
104,6,erdos_renyi,rl_stub,2.0,0.18181818181818182,0.275,0.48,0.0,0.48,116,80,0,2.225,1.4875,6.475,1
104,7,erdos_renyi,rl_stub,1.0,0.0,0.2619047619047619,0.711,0.0,0.711,359,0,0,2.35625,0.5,5.0625,0
104,8,erdos_renyi,rl_stub,3.0,0.6181818181818182,0.39285714285714285,0.49000000000000005,0.0,0.49,220,0,0,1.7,3.9,4.58125,0
104,9,erdos_renyi,rl_stub,1.0,0.0,0.22000000000000003,0.775,0.0,0.775,158,0,0,1.91875,0.725,11.66875,0
104,10,erdos_renyi,rl_stub,1.0,0.0,0.2894736842105263,0.8459999999999999,0.0,0.846,227,0,0,2.0,1.375,7.16875,0
104,11,erdos_renyi,rl_stub,3.0,0.4727272727272728,0.34375,0.183,0.0,0.183,80,40,0,1.59375,4.34375,7.59375,1
105,0,watts_strogatz,rl_stub,2.0,0.22727272727272724,0.3055555555555556,0.143,0.0,0.143,198,89,0,2.4625,2.15,7.6375,1
105,1,watts_strogatz,rl_stub,2.0,0.22727272727272724,0.3055555555555556,0.693,0.0,0.693,80,80,80,1.7375,3.4,16.575,1
105,2,watts_strogatz,rl_stub,2.0,0.22727272727272724,0.3055555555555556,0.181,0.0,0.181,346,0,0,2.975,1.1875,9.1625,0
105,3,watts_strogatz,rl_stub,2.0,0.22727272727272724,0.3055555555555556,0.48599999999999993,0.0,0.486,110,0,0,1.525,2.96875,8.53125,0
105,4,watts_strogatz,rl_stub,2.0,0.22727272727272724,0.3055555555555556,0.8230000000000001,0.0,0.823,129,0,0,1.56875,2.5375,13.5,1
105,5,watts_strogatz,rl_stub,2.0,0.22727272727272724,0.3055555555555556,0.503,0.0,0.503,296,97,0,2.84375,1.65625,8.9,1
105,6,watts_strogatz,rl_stub,2.0,0.22727272727272724,0.3055555555555556,0.775,0.0,0.775,136,0,0,1.76875,2.6375,13.9125,0
105,7,watts_strogatz,rl_stub,2.0,0.22727272727272724,0.3055555555555556,0.611,0.0,0.611,126,76,76,1.58125,1.9625,8.375,1
105,8,watts_strogatz,rl_stub,2.0,0.22727272727272724,0.3055555555555556,0.4640000000000001,0.0,0.464,178,200,0,2.69375,2.7875,6.35625,1
105,9,watts_strogatz,rl_stub,2.0,0.22727272727272724,0.3055555555555556,0.666,0.0,0.666,320,40,40,2.3375,1.95625,6.675,1
105,10,watts_strogatz,rl_stub,2.0,0.22727272727272724,0.3055555555555556,0.744,0.0,0.744,135,0,0,1.83125,3.65,11.3625,0
105,11,watts_strogatz,rl_stub,2.0,0.22727272727272724,0.3055555555555556,0.606,0.0,0.606,264,0,0,1.93125,2.08125,10.79375,0
106,0,barabasi_albert,rl_stub,1.0,0.0,0.4230769230769231,0.27,0.0,0.27,217,214,0,2.3375,1.675,11.13125,1
106,1,barabasi_albert,rl_stub,7.0,0.8181818181818181,0.6875,0.132,0.0,0.132,268,286,0,2.8625,8.625,4.0875,1
106,2,barabasi_albert,rl_stub,1.0,0.0,0.4230769230769231,0.798,0.0,0.798,193,0,0,2.1375,1.675,10.125,0
106,3,barabasi_albert,rl_stub,1.0,0.0,0.4230769230769231,0.752,0.0,0.752,204,0,0,1.85,1.675,10.24375,0
106,4,barabasi_albert,rl_stub,4.0,0.6,0.6111111111111112,0.529,0.0,0.529,80,272,0,1.475,5.7625,10.1125,1
106,5,barabasi_albert,rl_stub,1.0,0.0,0.39285714285714285,0.569,0.0,0.569,240,129,0,2.40625,0.5,9.4625,1
106,6,barabasi_albert,rl_stub,2.0,0.18181818181818182,0.4230769230769231,0.42400000000000004,0.0,0.424,219,40,0,1.90625,1.80625,9.24375,1
106,7,barabasi_albert,rl_stub,1.0,0.0,0.4230769230769231,0.551,0.0,0.551,121,0,0,1.39375,1.675,14.49375,0
106,8,barabasi_albert,rl_stub,1.0,0.0,0.3055555555555556,0.644,0.0,0.644,209,0,0,2.11875,1.36875,15.23125,0
106,9,barabasi_albert,rl_stub,1.0,0.0,0.4230769230769231,0.531,0.0,0.531,352,0,0,2.575,1.675,7.85625,0
106,10,barabasi_albert,rl_stub,1.0,0.0,0.39285714285714285,0.391,0.0,0.391,195,0,0,2.1375,0.5,7.725,0
106,11,barabasi_albert,rl_stub,1.0,0.0,0.4230769230769231,0.23400000000000004,0.0,0.234,213,0,0,1.8,1.675,11.28125,0
107,0,watts_strogatz,greedy,2.0,0.125,0.26229508196721313,0.8764396501095035,0.0,0.8764396501095035,0,0,0,0.94375,0.0,12.50625,0
107,1,watts_strogatz,greedy,3.0,0.5666666666666667,0.3333333333333333,0.7220209258740399,0.0,0.7220209258740399,0,0,0,1.0,13.8,9.94375,0
107,2,watts_strogatz,greedy,3.0,0.575,0.35555555555555557,0.42831606207196105,0.0,0.42831606207196105,2208,0,0,1.96875,0.0,2.675,0
107,3,watts_strogatz,greedy,2.0,0.2916666666666667,0.3137254901960784,0.7424013156558736,0.0,0.7424013156558736,0,0,0,0.975,13.8,13.5625,0
107,4,watts_strogatz,greedy,2.0,0.24166666666666664,0.2807017543859649,0.7165559590836225,0.0,0.7165559590836225,0,0,0,0.99375,26.18125,13.10625,0
107,5,watts_strogatz,greedy,2.0,0.19166666666666665,0.25396825396825395,0.8639317293317363,0.0,0.8639317293317363,4189,0,0,2.0,0.0,1.375,0
107,6,watts_strogatz,greedy,3.0,0.175,0.2318840579710145,0.7235077243446176,0.0,0.7235077243446176,0,0,0,1.0,26.18125,6.21875,0
107,7,watts_strogatz,greedy,2.0,0.075,0.22857142857142856,0.6407359451600522,0.0,0.6407359451600522,0,0,0,1.0,0.0,8.98125,0
107,8,watts_strogatz,greedy,2.0,0.125,0.25,0.08378310469416936,0.0,0.08378310469416936,0,0,0,0.98125,0.0,9.69375,0
107,9,watts_strogatz,greedy,2.0,0.175,0.27586206896551724,0.40448891803727316,0.0,0.40448891803727316,0,0,0,1.0,0.0,6.14375,0
107,10,watts_strogatz,greedy,2.0,0.225,0.3076923076923077,0.88740757809491,0.0,0.88740757809491,0,0,0,1.0,13.8,9.225,0
107,11,watts_strogatz,greedy,1.0,0.0,0.16666666666666666,0.8904178381771315,0.0,0.8904178381771315,0,0,0,1.0,0.0,8.51875,0
107,12,watts_strogatz,greedy,2.0,0.125,0.19753086419753085,0.5463936605916303,0.0,0.5463936605916303,0,0,0,1.0,0.0,9.44375,0
107,13,watts_strogatz,greedy,2.0,0.23333333333333334,0.23529411764705882,0.38743826741460397,0.0,0.38743826741460397,0,0,0,1.0,0.0,8.3,0
107,14,watts_strogatz,greedy,2.0,0.325,0.2807017543859649,0.94552107508892,0.0,0.94552107508892,0,0,0,0.99375,0.0,14.0875,0
107,15,watts_strogatz,greedy,1.0,0.0,0.19047619047619047,0.5300963079068903,0.0,0.5300963079068903,0,0,0,1.0,0.0,6.425,0
107,16,watts_strogatz,greedy,1.0,0.0,0.21052631578947367,0.1770024583841623,0.0,0.1770024583841623,0,0,0,1.0,0.0,7.96875,0
108,0,erdos_renyi,rl_stub,3.0,0.09090909090909091,0.36065573770491804,0.9312574739140718,0.0,0.9312574739140718,80,332,132,2.175,1.925,8.64375,1
108,1,erdos_renyi,rl_stub,4.0,0.0764790764790765,0.41509433962264153,0.772626866628915,0.0,0.772626866628915,62,80,0,1.64375,1.63125,12.3375,1
108,2,erdos_renyi,rl_stub,2.0,0.0,0.3235294117647059,0.4135991921520804,0.0,0.4135991921520804,135,0,0,1.84375,1.8625,12.05,0
108,3,erdos_renyi,rl_stub,2.0,0.01847041847041847,0.36666666666666664,0.15140097259478452,0.0,0.15140097259478452,0,0,0,0.98125,1.2625,14.9,0
108,4,erdos_renyi,rl_stub,6.0,0.2453927025355597,0.4782608695652174,1.0,0.0,1.0,117,122,40,1.86875,3.9875,5.61875,1
108,5,erdos_renyi,rl_stub,2.0,0.00948258091115234,0.3492063492063492,0.9447774106687123,0.0,0.9447774106687123,114,0,0,1.4125,1.0875,14.75,0
108,6,erdos_renyi,rl_stub,3.0,0.17316017316017315,0.36666666666666664,0.684524270832416,0.0,0.684524270832416,80,0,0,1.5,0.96875,8.4875,0
108,7,erdos_renyi,rl_stub,2.0,0.0,0.3728813559322034,1.0,0.0,1.0,160,0,0,2.0,1.23125,9.59375,0
108,8,erdos_renyi,rl_stub,4.0,0.08181818181818183,0.3793103448275862,0.8745500352859195,0.0,0.8745500352859195,54,120,80,1.80625,3.8125,8.75,1
108,9,erdos_renyi,rl_stub,1.0,0.0,0.3235294117647059,0.4030718005712699,0.0,0.4030718005712699,40,111,0,1.50625,0.2,14.65,1
108,10,erdos_renyi,rl_stub,6.0,0.23519892805607095,0.46808510638297873,0.16145776432269693,0.0,0.16145776432269693,32,104,0,1.85,3.725,9.5,1
108,11,erdos_renyi,rl_stub,5.0,0.10435992578849725,0.4583333333333333,0.2511610782546603,0.0,0.2511610782546603,80,0,0,1.25,3.14375,6.59375,0
108,12,erdos_renyi,rl_stub,1.0,0.0,0.2682926829268293,1.0,0.0,1.0,129,0,0,1.8,0.5,8.46875,0
108,13,erdos_renyi,rl_stub,4.0,0.10800865800865803,0.4313725490196079,0.07276086649945361,0.0,0.07276086649945361,64,0,0,1.4,2.2125,9.70625,0
108,14,erdos_renyi,rl_stub,2.0,0.008513708513708515,0.34375,0.42118879299893275,0.0,0.4211887929989327,16,0,0,0.8375,0.4,22.075,0
108,15,erdos_renyi,rl_stub,4.0,0.07496392496392498,0.3793103448275862,1.0,0.0,1.0,0,40,40,1.25,2.0125,8.1125,1
108,16,erdos_renyi,rl_stub,2.0,0.09090909090909091,0.27848101265822783,0.6899578799463022,0.0,0.6899578799463022,49,0,0,0.79375,1.25,27.91875,0
108,17,erdos_renyi,rl_stub,4.0,0.103133374561946,0.4,1.0,0.0,1.0,244,0,0,2.10625,1.93125,5.41875,0
108,18,erdos_renyi,rl_stub,5.0,0.14661925376211088,0.4583333333333333,0.1831208525034791,0.0,0.1831208525034791,74,40,0,1.48125,2.35,8.65,1
108,19,erdos_renyi,rl_stub,5.0,0.20192743764172333,0.4782608695652174,0.68215638647704,0.0,0.68215638647704,202,0,0,2.2625,2.33125,9.4125,0
108,20,erdos_renyi,rl_stub,1.0,0.0,0.3283582089552239,0.4411428344997542,0.0,0.4411428344997543,160,0,0,2.0,1.2625,9.175,0
108,21,erdos_renyi,rl_stub,1.0,0.0,0.22000000000000003,0.23390292537444074,0.0,0.23390292537444074,120,0,0,1.625,0.30625,13.35,0
108,22,erdos_renyi,rl_stub,5.0,0.14407338693052976,0.44897959183673464,0.9243950177369589,0.0,0.9243950177369589,120,0,0,1.75,3.4,5.65625,0
109,0,erdos_renyi,random,2.0,0.0808080808080808,0.4137931034482759,0.097,0.0,0.097,170,0,0,2.0625,1.3125,7.24375,0
109,1,erdos_renyi,random,4.0,0.22727272727272724,0.5454545454545454,0.22600000000000003,0.0,0.226,119,0,0,1.25,4.9125,7.04375,0
109,2,erdos_renyi,random,1.0,0.0,0.3333333333333333,0.8240000000000001,0.0,0.824,281,0,0,2.53125,1.58125,7.78125,0
109,3,erdos_renyi,random,3.0,0.09343434343434343,0.46153846153846156,0.48599999999999993,0.0,0.486,234,0,0,2.1625,2.05625,7.11875,0
109,4,erdos_renyi,random,3.0,0.25252525252525254,0.5,0.635,0.0,0.635,104,0,0,1.575,2.11875,10.43125,0
109,5,erdos_renyi,random,4.0,0.16666666666666669,0.48,0.315,0.0,0.315,253,0,0,1.95625,5.18125,6.2375,0
109,6,erdos_renyi,random,1.0,0.0,0.3,0.10300000000000001,0.0,0.103,318,0,0,2.95625,1.00625,7.875,0
109,7,erdos_renyi,random,4.0,0.08585858585858587,0.5,0.578,0.0,0.578,221,0,0,1.9125,5.0875,5.96875,0
109,8,erdos_renyi,random,3.0,0.20202020202020204,0.4137931034482759,0.406,0.0,0.406,161,0,0,2.00625,3.7,8.80625,0
109,9,erdos_renyi,random,1.0,0.0,0.35294117647058826,0.511,0.0,0.511,80,0,0,1.4,1.3,11.575,0
109,10,erdos_renyi,random,2.0,0.03535353535353535,0.4,0.532,0.0,0.532,59,0,0,1.36875,2.1125,7.4,0
109,11,erdos_renyi,random,3.0,0.17676767676767677,0.5,0.466,0.0,0.466,49,0,0,1.20625,3.825,8.00625,0
109,12,erdos_renyi,random,5.0,0.2702020202020202,0.5217391304347826,0.343,0.0,0.343,208,0,0,1.8375,4.5125,7.83125,0
110,0,barabasi_albert,greedy,7.0,0.7114624505928854,0.4791666666666667,0.678,0.0,0.678,0,0,0,1.0,39.14375,12.74375,0
110,1,barabasi_albert,greedy,6.0,0.5138339920948616,0.4107142857142857,0.09,0.0,0.09,0,0,0,0.9,0.0,17.14375,0
